,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-East,North-West,South-East,South-West,South,East,West,North
2019-04-16,6.70486111111111,244.92361111111111,4.354166666666664,13.052083333333337,10.693055555555553,83.39583333333333,10.78611111111111,10.594444444444441,,,,5.540277777777778,4.645833333333335,1166.3333333333333,0.03263888888888888,0,0,0,1,0,0,0,0
2019-04-17,8.872916666666667,261.2361111111111,6.270138888888889,11.227777777777781,9.888888888888893,84.89583333333333,9.971527777777773,9.789583333333336,,,,7.606944444444447,6.616666666666666,1183.0208333333333,0.00902777777777778,0,0,0,1,0,0,0,0
2019-04-18,7.160416666666665,258.4583333333333,5.004166666666666,11.398611111111107,9.049999999999997,79.61805555555556,9.160416666666661,8.945833333333328,,,,6.085416666666666,5.345138888888891,1166.2847222222222,0.0,0,0,0,1,0,0,0,0
2019-04-19,11.424305555555557,254.60416666666666,8.380555555555558,8.786111111111108,7.822222222222217,87.79861111111111,7.935416666666662,7.70208333333333,,,,9.955555555555552,8.812499999999996,1183.2222222222222,0.05069444444444444,0,0,0,1,0,0,0,0
2019-04-20,10.52638888888889,249.58333333333334,8.023611111111109,8.420833333333333,8.182638888888885,87.19444444444444,8.274305555555557,8.079861111111107,,,,9.340277777777779,8.388888888888888,1166.4930555555557,0.022916666666666672,0,0,0,1,0,0,0,0
2019-04-21,12.34513888888889,274.0,7.784722222222224,15.878472222222221,5.429861111111117,84.48611111111111,5.564583333333339,5.287500000000003,,,,9.823611111111113,8.269444444444447,1182.4722222222222,0.04374999999999999,0,0,1,0,0,0,0,0
2019-04-22,10.831944444444439,271.7361111111111,7.212499999999998,13.51319444444444,6.923611111111111,87.29166666666667,7.027083333333334,6.810416666666666,,,,8.911111111111117,7.574999999999998,1181.7777777777778,0.028472222222222225,0,0,1,0,0,0,0,0
2019-04-23,6.243055555555555,260.8888888888889,4.447222222222222,15.810416666666661,9.260416666666664,81.42361111111111,9.3611111111111,9.145138888888885,,,,5.39375,4.700694444444444,1181.2152777777778,0.0,0,0,0,1,0,0,0,0
2019-04-24,7.134722222222225,141.22916666666666,5.485416666666669,10.340972222222216,13.490972222222213,52.833333333333336,13.604166666666657,13.375694444444441,,,,6.301388888888887,5.70902777777778,1181.361111111111,0.0,0,1,0,0,0,0,0,0
2019-04-25,6.589583333333331,149.00694444444446,4.884722222222223,12.864583333333325,16.670138888888893,38.895833333333336,16.781944444444438,16.545833333333334,,,,5.734722222222222,5.12152777777778,1166.3472222222222,0.0,0,1,0,0,0,0,0,0
2019-04-26,6.68611111111111,144.23611111111111,5.028472222222223,11.57361111111111,17.274305555555557,39.833333333333336,17.385416666666654,17.15,,,,5.911111111111112,5.279861111111114,1181.7152777777778,0.0,0,1,0,0,0,0,0,0
2019-04-27,5.3513888888888905,104.43055555555556,4.136805555555554,9.489583333333336,17.40277777777778,34.81944444444444,17.508333333333336,17.28611111111111,,,,4.784722222222225,4.32222222222222,1182.5555555555557,0.0,0,1,0,0,0,0,0,0
2019-04-28,5.606250000000003,162.27083333333334,4.060416666666668,13.961805555555555,18.262500000000003,36.951388888888886,18.39236111111111,18.12638888888889,,,,4.8798611111111105,4.286111111111109,1166.3333333333333,0.0,0,1,0,0,0,0,0,0
2019-04-29,2.915277777777776,127.55555555555556,1.8847222222222217,18.708333333333346,20.161111111111122,34.763888888888886,20.28819444444444,20.0125,,,,2.534722222222223,2.11111111111111,1181.798611111111,0.0,0,1,0,0,0,0,0,0
2019-04-30,6.365972222222222,195.86805555555554,4.837500000000002,8.764583333333327,20.13541666666667,38.395833333333336,20.256944444444443,20.007638888888884,,,,5.638888888888889,5.058333333333334,1165.8194444444443,0.0,0,0,0,1,0,0,0,0
2019-05-01,4.5678321678321705,127.74825174825175,3.491608391608392,11.126573426573431,21.01188811188812,32.73426573426573,21.12937062937063,20.884615384615394,,,,4.111888111888111,3.6951048951048966,1180.8741258741259,0.0,0,1,0,0,0,0,0,0
2019-05-02,9.02152777777778,235.35416666666666,6.293749999999999,11.754861111111106,21.679861111111116,35.25,21.836805555555557,21.50486111111111,,,,7.82083333333333,6.8625,1182.076388888889,0.0,0,0,0,1,0,0,0,0
2019-05-03,7.2159722222222165,302.9791666666667,4.446527777777777,16.647222222222226,15.472222222222216,55.375,15.614583333333334,15.329166666666664,,,,5.843055555555555,4.7562500000000005,1182.6944444444443,0.0,0,0,1,0,0,0,0,0
2019-05-04,7.477777777777778,278.43055555555554,5.166666666666665,13.817361111111113,13.464583333333337,73.90277777777777,13.590277777777773,13.337499999999995,,,,6.373611111111109,5.4902777777777745,1182.7291666666667,0.0,0,0,1,0,0,0,0,0
2019-05-05,6.855555555555552,97.18055555555556,5.043055555555556,10.854166666666664,20.33541666666666,30.569444444444443,20.45902777777778,20.209027777777777,,,,5.98402777777778,5.261805555555557,1184.1319444444443,0.0,0,1,0,0,0,0,0,0
2019-05-06,7.540559440559439,169.36363636363637,5.317482517482518,12.081118881118885,22.424475524475525,23.076923076923077,22.555244755244747,22.302097902097906,,,,6.542657342657342,5.71188811188811,1178.041958041958,0.0,0,1,0,0,0,0,0,0
2019-05-07,7.742361111111109,271.31944444444446,4.693749999999999,18.424999999999997,13.774305555555559,70.11111111111111,13.898611111111116,13.627777777777773,,,,6.254166666666666,5.095833333333329,1181.3680555555557,0.0,0,0,1,0,0,0,0,0
2019-05-08,7.561111111111113,290.77777777777777,4.57222222222222,18.835416666666667,11.916666666666666,76.54166666666667,12.04791666666666,11.782638888888885,,,,5.980555555555556,4.87847222222222,1181.923611111111,0.0,0,0,1,0,0,0,0,0
2019-05-09,7.369784172661868,304.1007194244604,4.6323741007194235,17.161151079136683,11.249640287769784,76.5179856115108,11.374820143884893,11.117985611510793,,,,5.939568345323745,4.920863309352517,1156.8848920863309,0.0,0,0,1,0,0,0,0,0
2019-05-10,5.405555555555555,280.75694444444446,3.6201388888888886,16.04166666666666,11.640972222222217,73.36805555555556,11.773611111111109,11.49722222222223,,,,4.597916666666666,3.8770833333333337,1165.9791666666667,0.0,0,0,1,0,0,0,0,0
2019-05-11,4.832638888888888,181.20833333333334,3.498611111111111,12.26111111111111,16.21458333333333,39.826388888888886,16.354861111111106,16.061111111111106,,,,4.24513888888889,3.707638888888889,1166.8055555555557,0.0,0,0,0,1,0,0,0,0
2019-05-12,7.500000000000002,179.36111111111111,5.322916666666667,16.65555555555557,21.30069444444446,28.104166666666668,21.41527777777777,21.174305555555545,,,,6.362500000000001,5.570833333333333,1181.0625,0.0,0,1,0,0,0,0,0,0
2019-05-13,7.815972222222219,199.03472222222223,5.740277777777774,13.544444444444448,22.984027777777783,22.520833333333332,23.10833333333334,22.854861111111116,,,,6.784027777777776,5.995138888888889,1182.7916666666667,0.0,0,0,0,1,0,0,0,0
2019-05-14,5.655555555555553,167.93055555555554,4.231249999999999,13.908333333333328,25.613194444444446,21.270833333333332,25.74027777777779,25.484722222222228,,,,4.985416666666668,4.422222222222221,1183.1041666666667,0.0,0,1,0,0,0,0,0,0
2019-05-15,8.781944444444441,135.875,6.225694444444443,11.929861111111112,27.393055555555563,20.61111111111111,27.532638888888904,27.257638888888906,,,,7.490277777777773,6.541666666666668,1183.375,0.0,0,1,0,0,0,0,0,0
2019-05-16,7.2416666666666645,193.05555555555554,5.029861111111112,13.886805555555553,26.411111111111097,22.1875,26.548611111111082,26.272222222222204,,,,6.102777777777775,5.317361111111112,1165.2152777777778,0.0,0,0,0,1,0,0,0,0
2019-05-17,5.399305555555557,187.81944444444446,3.8000000000000003,14.761111111111113,25.19791666666667,23.78472222222222,25.345833333333346,25.03402777777778,,,,4.677777777777779,4.053472222222222,1183.0972222222222,0.0,0,0,0,1,0,0,0,0
2019-05-18,7.134027777777779,275.1736111111111,4.8819444444444455,14.195138888888891,19.22916666666666,28.98611111111111,19.356249999999985,19.095138888888876,,,,6.025000000000003,5.141666666666666,1181.1597222222222,0.0,0,0,1,0,0,0,0,0
2019-05-19,7.896527777777779,304.0763888888889,5.329861111111111,15.213888888888894,18.275,33.861111111111114,18.424305555555545,18.13055555555556,,,,6.536111111111114,5.591666666666668,1166.625,0.0,0,0,1,0,0,0,0,0
2019-05-20,8.74583333333333,226.97222222222223,6.032638888888891,17.552083333333332,21.668749999999996,36.736111111111114,21.79305555555555,21.54652777777778,,,,7.304861111111112,6.324305555555554,1181.1319444444443,0.0,0,0,0,1,0,0,0,0
2019-05-21,7.202777777777777,232.65277777777777,5.3062499999999995,13.789583333333333,25.768055555555563,21.625,25.88819444444445,25.646527777777784,,,,6.199999999999999,5.523611111111112,1181.6041666666667,0.0,0,0,0,1,0,0,0,0
2019-05-22,6.313194444444445,188.41666666666666,4.63125,15.85347222222222,27.53263888888888,17.055555555555557,27.65277777777778,27.404861111111117,,,,5.477777777777774,4.846527777777776,1165.638888888889,0.0,0,0,0,1,0,0,0,0
2019-05-23,4.345833333333335,172.94444444444446,3.03472222222222,10.239583333333332,29.406250000000007,14.152777777777779,29.527777777777786,29.27013888888888,,,,3.752777777777775,3.2215277777777778,1165.138888888889,0.0,0,1,0,0,0,0,0,0
2019-05-24,6.727777777777777,206.13194444444446,4.747222222222222,10.998611111111112,29.43194444444446,15.597222222222221,29.563888888888886,29.293055555555547,,,,5.6729166666666675,4.985416666666667,1181.9930555555557,0.0,0,0,0,1,0,0,0,0
2019-05-25,6.102777777777774,293.9236111111111,4.349999999999998,16.017361111111114,22.323611111111106,30.506944444444443,22.47291666666666,22.16041666666667,,,,5.24652777777778,4.599305555555556,1180.8819444444443,0.0,0,0,1,0,0,0,0,0
2019-05-26,5.205555555555558,272.84027777777777,3.8215277777777796,16.959027777777777,20.15624999999999,25.40277777777778,20.310416666666672,19.99305555555557,,,,4.592361111111108,4.063194444444445,1181.4305555555557,0.0,0,0,1,0,0,0,0,0
2019-05-27,5.530555555555554,198.88194444444446,4.22222222222222,13.705555555555556,22.51666666666667,32.020833333333336,22.665972222222223,22.365972222222226,,,,4.921527777777776,4.442361111111112,1165.8472222222222,0.0,0,0,0,1,0,0,0,0
2019-05-28,8.145833333333336,140.79861111111111,5.9506944444444425,12.387499999999996,26.152083333333344,26.916666666666668,26.297916666666666,26.00833333333334,,,,7.002083333333331,6.19027777777778,1166.5833333333333,0.0,0,1,0,0,0,0,0,0
2019-05-29,8.468055555555557,170.08333333333334,5.8333333333333295,17.593750000000007,29.054166666666674,18.694444444444443,29.18194444444446,28.92013888888889,,,,7.1062499999999975,6.070833333333334,1182.8333333333333,0.0,0,0,0,1,0,0,0,0
2019-05-30,8.313194444444445,210.36805555555554,5.649305555555559,19.45694444444446,30.152083333333337,16.708333333333332,30.293750000000003,30.014583333333324,,,,6.903472222222223,5.949305555555558,1182.6319444444443,0.0,0,0,0,1,0,0,0,0
2019-05-31,7.87291666666667,225.07638888888889,5.369444444444442,18.209722222222226,29.33541666666665,19.17361111111111,29.46180555555556,29.197222222222212,,,,6.528472222222224,5.597916666666665,1182.0347222222222,0.0,0,0,0,1,0,0,0,0
2019-06-01,7.972222222222224,316.93055555555554,5.573611111111113,13.708333333333332,26.49722222222223,20.743055555555557,26.63611111111112,26.353472222222234,,,,6.688888888888888,5.856250000000001,1181.7430555555557,0.0,0,0,1,0,0,0,0,0
2019-06-02,8.81901408450704,317.26056338028167,6.302112676056339,12.798591549295772,25.64718309859155,27.732394366197184,25.785915492957756,25.5105633802817,,,,7.503521126760565,6.583802816901405,1178.2535211267605,0.0,0,0,1,0,0,0,0,0
2019-06-03,12.038194444444446,294.875,8.361805555555556,13.613194444444447,26.27222222222223,26.57638888888889,26.379861111111108,26.151388888888892,,,,9.970833333333337,8.689583333333333,1165.2708333333333,0.0,0,0,1,0,0,0,0,0
2019-06-04,10.806249999999999,281.90972222222223,7.476388888888885,13.921527777777776,26.130555555555556,30.180555555555557,26.258333333333336,25.99791666666667,,,,8.96875,7.774305555555554,1180.5416666666667,0.0,0,0,1,0,0,0,0,0
2019-06-05,7.916666666666667,240.95833333333334,5.57847222222222,15.22013888888889,27.344444444444452,26.54861111111111,27.47152777777778,27.204166666666666,,,,6.715277777777779,5.847916666666666,1181.3680555555557,0.0,0,0,0,1,0,0,0,0
2019-06-06,7.281944444444442,216.375,5.179166666666664,11.877083333333331,25.746527777777782,31.381944444444443,25.878472222222207,25.611805555555552,,,,6.218055555555558,5.479166666666664,1165.9930555555557,0.0006944444444444445,0,0,0,1,0,0,0,0
2019-06-07,8.32013888888889,237.40972222222223,5.8666666666666645,12.440972222222221,24.52847222222222,35.46527777777778,24.672916666666655,24.37569444444442,,,,7.058333333333332,6.150694444444443,1165.4583333333333,0.0,0,0,0,1,0,0,0,0
2019-06-08,6.249305555555555,140.71527777777777,4.109027777777779,17.850000000000005,23.605555555555565,54.99305555555556,23.743749999999995,23.448611111111102,,,,5.22569444444444,4.465277777777778,1165.6805555555557,0.0,0,1,0,0,0,0,0,0
2019-06-09,3.6611111111111114,230.25,2.185416666666667,21.879166666666677,21.246527777777782,67.93055555555556,21.388194444444448,21.092361111111117,,,,3.0430555555555556,2.443055555555554,1165.2847222222222,0.0,0,0,0,1,0,0,0,0
