,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-West,South-East,South-West,East,North-East,North,West,South
2019-03-03,3.436805555555554,217.07638888888889,2.552083333333334,11.137499999999994,15.520833333333336,61.80555555555556,15.763194444444444,15.284027777777782,,,,3.090277777777778,2.7659722222222225,1182.9791666666667,0.0,0,0,1,0,0,0,0,0
2019-03-04,3.8722222222222222,227.21527777777777,2.791666666666666,12.210416666666665,16.857638888888893,58.8125,17.100694444444443,16.617361111111123,,,,3.4291666666666663,3.0326388888888878,1182.7847222222222,0.0,0,0,1,0,0,0,0,0
2019-03-05,5.684027777777778,238.16666666666666,4.156250000000002,9.350000000000001,16.259722222222223,70.36111111111111,16.366666666666667,16.142361111111125,,,,4.9097222222222205,4.401388888888889,1166.326388888889,0.0,0,0,1,0,0,0,0,0
2019-03-06,3.6395833333333325,227.0,2.530555555555557,14.70694444444445,17.603472222222216,62.361111111111114,17.823611111111116,17.411111111111108,,,,3.159722222222221,2.7138888888888912,1181.4930555555557,0.0,0,0,1,0,0,0,0,0
2019-03-07,4.056944444444444,214.22222222222223,2.8361111111111112,13.33472222222222,17.23472222222221,60.81944444444444,17.47152777777778,17.01180555555557,,,,3.5444444444444443,3.0749999999999993,1181.2291666666667,0.0,0,0,1,0,0,0,0,0
2019-03-08,4.045138888888889,222.02083333333334,2.6847222222222227,14.197222222222223,18.015277777777776,53.56944444444444,18.343750000000007,17.69722222222222,,,,3.5229166666666667,2.9625000000000004,1183.1041666666667,0.0,0,0,1,0,0,0,0,0
2019-03-09,5.286805555555555,244.51388888888889,3.7736111111111104,12.8298611111111,17.92291666666667,46.479166666666664,18.154861111111114,17.684027777777786,,,,4.534027777777776,3.9652777777777777,1182.4791666666667,0.0,0,0,1,0,0,0,0,0
2019-03-10,5.413194444444444,224.41666666666666,3.695833333333332,17.724999999999994,18.48680555555555,49.479166666666664,18.671527777777776,18.28680555555556,,,,4.589583333333333,3.961805555555554,1182.6458333333333,0.0,0,0,1,0,0,0,0,0
2019-03-11,3.5284722222222227,216.74305555555554,2.331249999999999,19.589583333333348,18.24652777777778,52.84722222222222,18.464583333333326,18.025694444444436,,,,3.0270833333333327,2.5750000000000006,1181.5625,0.0,0,0,1,0,0,0,0,0
2019-03-12,5.358333333333334,177.27083333333334,3.7750000000000004,12.340972222222218,19.144444444444446,59.645833333333336,19.34861111111112,18.970138888888886,,,,4.581250000000001,3.992361111111111,1181.388888888889,0.0,0,0,1,0,0,0,0,0
2019-03-13,4.6000000000000005,246.0,2.965972222222223,17.540277777777774,20.690972222222232,46.22222222222222,20.960416666666656,20.438888888888886,,,,3.995833333333334,3.373611111111112,1183.5,0.0,0,0,1,0,0,0,0,0
2019-03-14,5.303472222222222,223.80555555555554,3.4083333333333345,18.665972222222226,18.417361111111106,52.541666666666664,18.563888888888897,18.273611111111116,,,,4.5173611111111125,3.792361111111111,1181.5694444444443,0.003472222222222222,0,0,1,0,0,0,0,0
2019-03-15,5.434027777777779,209.83333333333334,3.838888888888891,14.906944444444447,19.845833333333342,52.21527777777778,20.06597222222222,19.626388888888894,,,,4.743750000000002,4.1208333333333345,1182.5208333333333,0.0,0,0,1,0,0,0,0,0
2019-03-16,5.233333333333332,202.9375,3.507638888888889,16.78125,16.275000000000002,61.013888888888886,16.53263888888889,16.049999999999997,,,,4.517361111111109,3.8673611111111095,1167.125,0.020833333333333336,0,0,1,0,0,0,0,0
2019-03-17,7.078472222222224,237.45833333333334,4.840972222222224,12.556944444444444,18.52222222222222,55.270833333333336,18.76180555555555,18.30625,,,,6.109027777777776,5.188888888888888,1182.7152777777778,0.001388888888888889,0,0,1,0,0,0,0,0
2019-03-18,3.552083333333333,216.18055555555554,2.502083333333334,18.154166666666665,18.706249999999997,57.576388888888886,18.97083333333334,18.453472222222224,,,,3.1111111111111125,2.718055555555556,1182.3402777777778,0.0,0,0,1,0,0,0,0,0
2019-03-19,7.939583333333333,215.30555555555554,5.808333333333331,9.786111111111119,20.718055555555555,56.013888888888886,20.85763888888889,20.577777777777783,,,,6.796527777777777,6.029166666666666,1182.6597222222222,0.0,0,0,1,0,0,0,0,0
2019-03-20,7.195138888888887,219.63194444444446,5.183333333333333,10.450000000000003,22.01805555555555,49.03472222222222,22.17083333333333,21.88680555555555,,,,6.130555555555557,5.440277777777777,1181.923611111111,0.0,0,0,1,0,0,0,0,0
2019-03-21,5.74652777777778,253.70138888888889,4.0555555555555545,12.527777777777777,21.488194444444435,46.43055555555556,21.657638888888883,21.312500000000004,,,,4.875,4.297222222222223,1181.5208333333333,0.0,0,0,1,0,0,0,0,0
2019-03-22,4.779166666666667,206.71527777777777,3.1763888888888885,18.84444444444445,21.06458333333333,55.138888888888886,21.24930555555556,20.90069444444445,,,,4.004861111111113,3.468055555555555,1165.8402777777778,0.0,0,0,1,0,0,0,0,0
2019-03-23,4.646527777777777,228.43055555555554,3.2798611111111122,13.636111111111111,20.820138888888895,57.09027777777778,20.977083333333333,20.65416666666666,,,,4.0152777777777775,3.510416666666666,1181.6458333333333,0.0,0,0,1,0,0,0,0,0
2019-03-24,5.964583333333333,252.40277777777777,4.290972222222224,11.347916666666665,19.55486111111111,56.375,19.71180555555555,19.404861111111117,,,,5.2027777777777775,4.626388888888891,1181.8819444444443,0.0,0,0,1,0,0,0,0,0
2019-03-25,5.168749999999999,201.15277777777777,3.4398601398601394,16.805555555555557,14.96041666666667,74.91666666666667,15.171527777777776,14.773611111111105,,,,4.506944444444444,3.9243055555555557,1183.4722222222222,0.07083333333333333,0,0,1,0,0,0,0,0
2019-03-26,3.9006944444444422,206.91666666666666,2.8104166666666672,12.595138888888892,17.13333333333333,57.81944444444444,17.32361111111112,16.947916666666668,,,,3.4534722222222225,3.021527777777778,1182.3819444444443,0.0,0,0,1,0,0,0,0,0
2019-03-27,5.346527777777777,223.50694444444446,3.8937500000000003,12.43402777777778,19.234722222222214,53.40972222222222,19.452083333333338,19.02500000000001,,,,4.720138888888891,4.134722222222221,1165.6180555555557,0.0,0,0,1,0,0,0,0,0
2019-03-28,3.6770833333333317,213.10416666666666,2.5479166666666684,14.628472222222229,19.688888888888883,49.40972222222222,19.970138888888883,19.414583333333322,,,,3.2194444444444446,2.753472222222222,1165.4652777777778,0.0,0,0,1,0,0,0,0,0
2019-03-29,6.202777777777779,212.36805555555554,4.415972222222223,11.07013888888889,19.550694444444446,64.29861111111111,19.672916666666666,19.43680555555555,,,,5.30555555555556,4.719444444444446,1181.8680555555557,0.0020833333333333337,0,0,1,0,0,0,0,0
2019-03-30,8.563194444444445,230.81944444444446,5.811111111111114,13.234027777777772,20.57430555555555,52.875,20.772222222222222,20.38541666666667,,,,7.307638888888885,6.261805555555556,1166.1458333333333,0.004166666666666667,0,0,1,0,0,0,0,0
2019-03-31,6.873611111111112,227.05555555555554,4.689583333333335,12.715277777777771,18.352083333333336,53.03472222222222,18.53263888888889,18.202777777777776,,,,5.906249999999996,5.109722222222224,1183.1805555555557,0.0006944444444444445,0,0,1,0,0,0,0,0
2019-04-01,4.802083333333332,207.03472222222223,3.1638888888888888,15.153472222222218,17.86319444444444,52.875,18.0048611111111,17.73472222222222,,,,4.101388888888892,3.476388888888888,1165.8333333333333,0.0,0,0,1,0,0,0,0,0
2019-04-02,4.823611111111111,260.0763888888889,3.4284722222222217,12.339583333333328,18.463888888888892,53.076388888888886,18.649305555555557,18.27083333333333,,,,4.188194444444444,3.6770833333333335,1182.423611111111,0.0,0,0,1,0,0,0,0,0
2019-04-03,5.164583333333329,208.52083333333334,3.618055555555554,18.038888888888884,19.714583333333337,53.05555555555556,19.915277777777774,19.519444444444446,,,,4.397916666666669,3.853472222222223,1181.798611111111,0.0,0,0,1,0,0,0,0,0
2019-04-04,5.628472222222222,219.02777777777777,3.875,15.571527777777769,21.305555555555554,50.05555555555556,21.474305555555553,21.144444444444435,,,,4.750694444444444,4.142361111111112,1181.2152777777778,0.0,0,0,1,0,0,0,0,0
2019-04-05,5.1680555555555525,223.89583333333334,3.4916666666666685,14.398611111111112,21.08819444444445,52.97222222222222,21.27916666666666,20.90069444444445,,,,4.356944444444443,3.75,1165.375,0.0,0,0,1,0,0,0,0,0
2019-04-06,5.178472222222223,167.51388888888889,3.5993055555555546,13.491666666666669,21.10763888888889,57.270833333333336,21.25069444444445,20.96111111111112,,,,4.4493055555555525,3.8590277777777775,1165.5625,0.0,0,0,1,0,0,0,0,0
2019-04-07,3.700000000000001,206.29166666666666,2.5368055555555546,14.997222222222227,24.859722222222228,43.173611111111114,25.110416666666662,24.625000000000007,,,,3.199305555555556,2.7319444444444447,1164.923611111111,0.0,0,0,1,0,0,0,0,0
2019-04-08,5.991666666666668,204.20138888888889,4.355555555555554,11.977083333333335,25.025694444444433,41.270833333333336,25.242361111111094,24.828472222222228,,,,5.193055555555555,4.628472222222224,1181.6041666666667,0.0,0,0,1,0,0,0,0,0
2019-04-09,6.113888888888891,218.67361111111111,4.186805555555558,18.086805555555557,23.703472222222228,47.09027777777778,23.92013888888888,23.48402777777778,,,,5.229166666666668,4.559027777777778,1166.9791666666667,0.0,0,0,1,0,0,0,0,0
2019-04-10,5.621527777777779,193.19444444444446,3.791666666666666,15.22847222222223,21.951388888888896,43.90277777777778,22.165972222222212,21.74930555555556,,,,4.816666666666668,4.066666666666666,1165.298611111111,0.0,0,0,1,0,0,0,0,0
2019-04-11,5.883333333333332,184.48611111111111,3.7520833333333337,19.784722222222218,20.822916666666664,48.15972222222222,21.018750000000004,20.621527777777782,,,,4.91111111111111,4.074999999999999,1182.4444444444443,0.0,0,0,1,0,0,0,0,0
2019-04-12,4.754166666666668,238.15277777777777,3.142361111111111,16.02222222222223,22.59583333333333,46.548611111111114,22.773611111111116,22.425694444444442,,,,3.971527777777777,3.3659722222222226,1181.923611111111,0.0,0,0,1,0,0,0,0,0
2019-04-13,4.877777777777778,236.69444444444446,3.4208333333333334,13.06041666666667,26.21180555555556,34.111111111111114,26.509027777777774,25.917361111111113,,,,4.197916666666666,3.6979166666666674,1181.263888888889,0.0,0,0,1,0,0,0,0,0
2019-04-14,6.022222222222224,258.00694444444446,4.200000000000002,14.23402777777779,25.092361111111096,36.326388888888886,25.334722222222215,24.841666666666672,,,,5.292361111111112,4.538888888888886,1166.9027777777778,0.0,0,0,1,0,0,0,0,0
2019-04-15,4.236805555555555,211.18055555555554,2.811805555555557,16.96666666666667,21.27430555555554,54.895833333333336,21.43541666666668,21.108333333333334,,,,3.622222222222223,3.068055555555556,1181.6041666666667,0.011111111111111112,0,0,1,0,0,0,0,0
2019-04-16,6.1687499999999975,216.58333333333334,4.365277777777775,11.1875,20.744444444444447,64.05555555555556,20.92083333333334,20.586805555555557,,,,5.310416666666665,4.670138888888891,1182.8958333333333,0.001388888888888889,0,0,1,0,0,0,0,0
2019-04-17,5.49861111111111,238.00694444444446,3.890277777777778,14.120833333333332,20.48472222222221,51.083333333333336,20.72777777777779,20.259722222222216,,,,4.8374999999999995,4.1812499999999995,1181.7152777777778,0.0,0,0,1,0,0,0,0,0
2019-04-18,4.908333333333331,204.875,3.301388888888888,15.803472222222219,20.223611111111126,46.49305555555556,20.509027777777774,19.96805555555555,,,,4.30138888888889,3.6215277777777763,1181.4444444444443,0.0,0,0,1,0,0,0,0,0
2019-04-19,6.117361111111112,238.72222222222223,4.241666666666665,13.679166666666662,19.941666666666666,44.083333333333336,20.19861111111112,19.68263888888889,,,,5.347916666666663,4.58125,1183.6597222222222,0.0,0,0,1,0,0,0,0,0
2019-04-20,6.1305555555555555,228.69444444444446,4.114583333333334,20.42569444444444,19.887499999999992,45.75,20.132638888888902,19.632638888888906,,,,5.318749999999999,4.472916666666667,1182.7430555555557,0.0,0,0,1,0,0,0,0,0
2019-04-21,8.339583333333335,236.54166666666666,5.349999999999999,16.03611111111112,17.988888888888887,43.40277777777778,18.311805555555555,17.69652777777777,,,,7.0166666666666675,5.904166666666666,1182.2152777777778,0.00902777777777778,0,0,1,0,0,0,0,0
2019-04-22,6.150694444444449,247.54861111111111,4.278472222222222,12.706250000000004,18.485416666666666,41.958333333333336,18.752777777777776,18.232638888888886,,,,5.409722222222221,4.622222222222221,1183.111111111111,0.0,0,0,1,0,0,0,0,0
2019-04-23,4.865277777777777,156.59722222222223,3.1506944444444445,17.827777777777776,20.107638888888886,43.263888888888886,20.38888888888889,19.848611111111104,,,,4.089583333333331,3.404166666666667,1165.763888888889,0.0,1,0,0,0,0,0,0,0
2019-04-24,6.90763888888889,201.29166666666666,4.729861111111111,13.929166666666665,23.599305555555564,38.541666666666664,23.77777777777778,23.422916666666673,,,,5.831250000000001,4.990277777777779,1180.9166666666667,0.0,0,0,1,0,0,0,0,0
2019-04-25,7.4208333333333325,232.57638888888889,5.3270833333333325,10.35833333333333,25.817361111111115,30.493055555555557,25.98055555555556,25.65347222222222,,,,6.320833333333335,5.550000000000001,1182.3402777777778,0.0,0,1,0,0,0,0,0,0
2019-04-26,7.224999999999999,214.22916666666666,5.052083333333336,14.266666666666667,27.328472222222224,28.756944444444443,27.502083333333346,27.157638888888904,,,,6.124305555555555,5.324305555555553,1182.1458333333333,0.0,0,0,1,0,0,0,0,0
2019-04-27,7.027083333333336,216.75,4.967361111111112,10.586805555555555,28.203472222222224,23.40972222222222,28.377777777777776,28.025000000000006,,,,5.965277777777779,5.213194444444444,1182.138888888889,0.0,0,0,1,0,0,0,0,0
2019-04-28,5.94513888888889,248.17361111111111,4.064583333333334,14.871527777777775,27.272222222222236,27.166666666666668,27.47777777777778,27.07291666666667,,,,4.959027777777775,4.311805555555555,1165.8125,0.0,0,0,1,0,0,0,0,0
2019-04-29,4.939583333333334,219.77083333333334,3.5131944444444447,16.08888888888889,28.18263888888888,29.020833333333332,28.44027777777778,27.92569444444444,,,,4.2763888888888895,3.7902777777777783,1181.7708333333333,0.0,0,0,1,0,0,0,0,0
2019-04-30,6.220138888888887,212.18055555555554,4.346527777777777,12.092361111111106,29.134722222222226,26.069444444444443,29.314583333333335,28.96527777777777,,,,5.22847222222222,4.587499999999997,1165.798611111111,0.0,0,0,1,0,0,0,0,0
2019-05-01,5.774125874125877,210.17482517482517,4.058041958041959,12.98391608391608,28.55944055944056,31.65034965034965,28.850349650349653,28.27342657342658,,,,4.94895104895105,4.281818181818181,1179.0839160839162,0.0,0,0,1,0,0,0,0,0
2019-05-02,5.350694444444445,214.61805555555554,3.4305555555555554,19.61458333333332,30.05069444444444,26.61111111111111,30.31944444444444,29.768749999999986,,,,4.648611111111115,3.9138888888888883,1181.4652777777778,0.0,0,0,1,0,0,0,0,0
2019-05-03,8.867361111111107,227.57638888888889,6.145138888888891,11.074305555555556,26.090277777777775,37.5625,26.273611111111123,25.927083333333343,,,,7.470833333333335,6.529166666666662,1181.8958333333333,0.0,0,0,1,0,0,0,0,0
2019-05-04,5.563194444444447,163.94444444444446,3.5673611111111114,21.709722222222226,23.609027777777776,44.99305555555556,23.919444444444455,23.315277777777787,,,,4.618055555555555,3.8499999999999996,1180.7083333333333,0.0,1,0,0,0,0,0,0,0
2019-05-05,5.482638888888895,219.55555555555554,3.859722222222225,13.89444444444444,27.563888888888883,37.298611111111114,27.824305555555558,27.284027777777776,,,,4.703472222222225,4.109722222222223,1182.2083333333333,0.0,0,0,1,0,0,0,0,0
2019-05-06,5.7020979020979015,228.44055944055944,3.816083916083917,16.655244755244752,29.931468531468536,23.216783216783217,30.27972027972028,29.584615384615383,,,,4.921678321678321,4.273426573426575,1161.902097902098,0.0,0,0,1,0,0,0,0,0
2019-05-07,7.343055555555558,297.7291666666667,4.686111111111114,15.303472222222208,25.84027777777778,38.93055555555556,26.03541666666667,25.647916666666667,,,,6.211111111111112,5.138194444444448,1181.1597222222222,0.0,0,1,0,0,0,0,0,0
2019-05-08,5.549305555555553,202.44444444444446,3.676388888888887,17.243750000000006,22.877777777777766,42.479166666666664,23.134722222222212,22.61319444444445,,,,4.742361111111112,3.9749999999999996,1182.6527777777778,0.0,0,0,1,0,0,0,0,0
2019-05-09,5.186330935251797,202.46043165467626,3.5136690647482007,15.854676258992804,21.86258992805756,45.10071942446043,22.112230215827335,21.622302158273374,,,,4.445323741007195,3.7805755395683445,1157.8992805755395,0.0,0,0,1,0,0,0,0,0
2019-05-10,5.021527777777777,172.36805555555554,3.3034722222222213,18.53888888888889,22.252777777777776,43.513888888888886,22.51944444444444,22.001388888888883,,,,4.276388888888888,3.558333333333334,1165.2152777777778,0.0,0,0,1,0,0,0,0,0
2019-05-11,5.829166666666666,203.20138888888889,3.9923611111111126,18.471527777777773,25.56597222222224,34.96527777777778,25.759027777777774,25.362499999999997,,,,4.966666666666668,4.238888888888888,1182.5625,0.0,0,0,1,0,0,0,0,0
2019-05-12,6.583333333333331,223.50694444444446,4.720138888888887,12.161805555555551,28.480555555555547,28.666666666666668,28.6888888888889,28.281250000000004,,,,5.599999999999998,4.952083333333334,1180.9097222222222,0.0,0,0,1,0,0,0,0,0
2019-05-13,5.827777777777777,222.09027777777777,4.118055555555555,14.373611111111119,30.48333333333334,20.854166666666668,30.737499999999986,30.247916666666658,,,,4.904861111111111,4.37638888888889,1180.6458333333333,0.0,0,0,1,0,0,0,0,0
2019-05-14,6.850000000000004,233.76388888888889,4.779861111111114,15.579861111111105,32.36597222222221,17.618055555555557,32.5902777777778,32.143055555555556,,,,5.777083333333334,5.074305555555556,1181.9722222222222,0.0,0,0,1,0,0,0,0,0
2019-05-15,6.251388888888887,235.28472222222223,4.514583333333336,11.252083333333328,31.60208333333334,24.84027777777778,31.85416666666666,31.352777777777778,,,,5.368750000000002,4.78888888888889,1165.375,0.0,0,0,1,0,0,0,0,0
2019-05-16,5.889583333333334,220.34722222222223,4.083333333333335,14.788194444444438,32.438194444444434,26.90277777777778,32.70416666666668,32.18888888888888,,,,4.963194444444444,4.358333333333334,1166.0972222222222,0.0,0,0,1,0,0,0,0,0
2019-05-17,7.1062499999999975,233.24305555555554,4.966666666666666,12.910416666666663,30.65069444444445,27.92361111111111,30.9479166666667,30.363888888888898,,,,6.103472222222225,5.371527777777777,1166.2291666666667,0.0,0,0,1,0,0,0,0,0
2019-05-18,5.0027777777777755,217.97916666666666,3.372916666666668,15.996527777777779,28.158333333333314,30.520833333333332,28.434027777777782,27.881944444444446,,,,4.294444444444445,3.6409722222222234,1183.2916666666667,0.0,0,0,1,0,0,0,0,0
2019-05-19,7.218055555555558,204.82638888888889,5.102777777777775,13.825694444444444,27.95069444444446,28.055555555555557,28.171527777777776,27.74444444444445,,,,6.1388888888888875,5.3819444444444455,1180.9583333333333,0.0,0,0,1,0,0,0,0,0
2019-05-20,5.484027777777773,251.74305555555554,3.5263888888888877,16.302083333333332,28.633333333333326,40.40277777777778,28.84861111111111,28.41180555555556,,,,4.568055555555557,3.815277777777777,1181.5069444444443,0.0,0,0,1,0,0,0,0,0
2019-05-21,5.595138888888888,185.61111111111111,3.6326388888888883,17.624999999999996,31.498611111111106,30.979166666666668,31.759722222222226,31.247222222222245,,,,4.57361111111111,3.9583333333333335,1166.138888888889,0.0,1,0,0,0,0,0,0,0
2019-05-22,5.8583333333333325,200.29166666666666,4.247916666666666,12.72777777777777,33.248611111111124,20.26388888888889,33.498611111111124,33.006250000000016,,,,5.0256944444444445,4.541666666666666,1165.8333333333333,0.0,0,0,1,0,0,0,0,0
2019-05-23,5.339583333333339,227.61805555555554,3.943055555555557,11.832638888888885,35.40694444444445,16.0625,35.65624999999999,35.16805555555556,,,,4.622916666666663,4.202083333333334,1165.298611111111,0.0,0,0,1,0,0,0,0,0
2019-05-24,5.552083333333334,255.36805555555554,3.8229166666666683,14.556944444444444,37.27708333333333,14.555555555555555,37.62083333333334,36.92430555555558,,,,4.763194444444447,4.104166666666668,1181.1319444444443,0.0,0,0,1,0,0,0,0,0
2019-05-25,8.773611111111107,163.76388888888889,5.930555555555557,12.22916666666666,31.492361111111094,36.236111111111114,31.6798611111111,31.318750000000005,,,,7.302777777777781,6.236805555555557,1165.3958333333333,0.0,1,0,0,0,0,0,0,0
2019-05-26,7.937499999999998,202.95138888888889,5.469444444444445,14.032638888888888,28.331944444444446,39.34722222222222,28.52638888888889,28.141666666666666,,,,6.684722222222222,5.774999999999998,1166.1527777777778,0.0,0,0,1,0,0,0,0,0
2019-05-27,6.577777777777778,236.70833333333334,4.44583333333333,15.461111111111109,29.11874999999999,40.520833333333336,29.349305555555556,28.893749999999997,,,,5.559722222222225,4.768749999999999,1166.0902777777778,0.0,0,0,1,0,0,0,0,0
2019-05-28,6.527777777777779,217.39583333333334,4.593055555555554,12.988194444444444,29.576388888888896,44.361111111111114,29.75,29.40625,,,,5.507638888888889,4.827083333333332,1181.3541666666667,0.0,0,0,1,0,0,0,0,0
2019-05-29,7.115277777777777,239.36805555555554,4.815277777777781,16.03888888888889,32.56388888888888,38.354166666666664,32.79791666666668,32.327777777777776,,,,5.943750000000001,5.1215277777777795,1165.076388888889,0.0,0,0,1,0,0,0,0,0
2019-05-30,7.265277777777781,181.25,4.99236111111111,12.179861111111114,36.338888888888896,21.47222222222222,36.554166666666646,36.122916666666654,,,,6.093750000000001,5.29722222222222,1165.1875,0.0,0,0,1,0,0,0,0,0
2019-05-31,5.731249999999996,213.42361111111111,4.073611111111112,12.781250000000002,34.66319444444444,22.07638888888889,34.96874999999999,34.3888888888889,,,,4.906944444444443,4.3513888888888905,1166.923611111111,0.0,0,0,1,0,0,0,0,0
2019-06-01,6.195138888888889,231.88194444444446,4.207638888888886,13.79166666666666,33.450694444444444,25.4375,33.67916666666668,33.24861111111111,,,,5.193055555555555,4.486805555555553,1181.513888888889,0.0,0,0,1,0,0,0,0,0
2019-06-02,5.477464788732393,210.75352112676057,3.6218309859154942,18.13028169014085,32.12746478873238,33.16901408450704,32.36056338028169,31.906338028169014,,,,4.564084507042254,3.92323943661972,1178.8028169014085,0.0,0,0,1,0,0,0,0,0
2019-06-03,5.800694444444443,205.04861111111111,3.8305555555555557,16.525694444444454,32.797916666666666,35.361111111111114,33.025000000000006,32.58472222222222,,,,4.760416666666668,4.113888888888891,1181.888888888889,0.0,0,0,1,0,0,0,0,0
2019-06-04,6.770833333333333,170.01388888888889,4.463888888888891,14.252083333333335,34.34097222222222,28.28472222222222,34.56041666666668,34.133333333333354,,,,5.58194444444444,4.747222222222224,1183.798611111111,0.0,1,0,0,0,0,0,0,0
2019-06-05,6.731944444444443,187.40277777777777,4.752083333333331,10.504166666666668,34.829861111111114,24.958333333333332,35.04166666666668,34.61597222222225,,,,5.724305555555556,5.015972222222221,1182.3680555555557,0.0,1,0,0,0,0,0,0,0
2019-06-06,7.949305555555558,174.35416666666666,5.481249999999998,11.601388888888891,35.127777777777766,25.70138888888889,35.3159722222222,34.94166666666668,,,,6.715277777777777,5.7951388888888875,1165.8472222222222,0.0,1,0,0,0,0,0,0,0
2019-06-07,7.666666666666667,205.16666666666666,4.977777777777778,14.177777777777782,34.145138888888894,27.28472222222222,34.3451388888889,33.96805555555556,,,,6.368750000000001,5.309027777777779,1166.2430555555557,0.0,0,0,1,0,0,0,0,0
2019-06-08,6.522916666666666,253.23611111111111,4.366666666666669,15.047916666666667,30.638194444444448,45.229166666666664,30.821527777777767,30.463194444444436,,,,5.533333333333335,4.661111111111114,1182.201388888889,0.0,0,0,1,0,0,0,0,0
2019-06-09,4.650000000000003,225.33333333333334,3.0097222222222224,19.9576388888889,30.577083333333324,38.4375,30.818055555555556,30.372222222222224,,,,3.972916666666665,3.250694444444444,1183.4652777777778,0.0,0,0,1,0,0,0,0,0
