,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,North-East,North-West,South-East,South-West,South,East,West,North
2019-05-03,5.044444444444444,267.3333333333333,3.9548611111111094,7.474305555555556,20.139583333333334,81.0625,20.238194444444442,20.04305555555556,,,,4.584027777777776,4.179166666666664,1182.4305555555557,0.0,0,0,1,0,0,0,0,0
2019-05-04,5.525000000000002,210.31944444444446,4.146527777777775,10.093055555555546,18.91666666666667,72.8125,19.03194444444444,18.802083333333343,,,,4.92013888888889,4.355555555555558,1182.3958333333333,0.0,0,0,0,1,0,0,0,0
2019-05-05,3.5749999999999997,178.49305555555554,2.5562500000000004,14.155555555555559,20.006249999999998,77.79166666666667,20.1611111111111,19.859722222222224,,,,3.1298611111111097,2.770138888888889,1182.4444444444443,0.0,0,1,0,0,0,0,0,0
2019-05-06,4.638571428571427,194.97142857142856,2.7935714285714286,19.47285714285714,23.49057971014493,63.31884057971015,23.723188405797103,23.258695652173905,,,,3.9271428571428575,3.193571428571429,1180.5785714285714,0.0,0,0,0,1,0,0,0,0
2019-05-07,5.135416666666666,281.5486111111111,4.112500000000001,6.432638888888888,19.94444444444444,75.22222222222223,20.10208333333334,19.795138888888886,,,,4.734722222222221,4.3173611111111105,1183.138888888889,0.0,0,0,1,0,0,0,0,0
2019-05-08,4.842361111111108,264.02777777777777,3.5472222222222207,10.670833333333334,19.340277777777786,67.23611111111111,19.463888888888903,19.22430555555556,,,,4.2687500000000025,3.716666666666667,1181.4166666666667,0.0,0,0,0,1,0,0,0,0
2019-05-09,5.341726618705032,278.2158273381295,4.064028776978417,9.413669064748202,19.089208633093534,62.669064748201436,19.210071942446053,18.96258992805756,,,,4.777697841726619,4.241007194244605,1157.453237410072,0.0,0,0,1,0,0,0,0,0
2019-05-10,4.553472222222222,216.67361111111111,3.2902777777777765,11.668055555555558,18.892361111111107,62.076388888888886,19.008333333333322,18.780555555555562,,,,4.017361111111112,3.4645833333333336,1180.326388888889,0.0,0,0,0,1,0,0,0,0
2019-05-11,5.249305555555556,172.05555555555554,4.064583333333335,9.73055555555555,18.71597222222222,73.18055555555556,18.83263888888889,18.602777777777778,,,,4.714583333333332,4.230555555555558,1182.125,0.0,0,1,0,0,0,0,0,0
2019-05-12,5.802083333333333,121.8125,4.469444444444446,9.286805555555553,20.121527777777786,82.5625,20.238888888888884,20.013888888888886,,,,5.143055555555556,4.669444444444443,1181.0416666666667,0.0,0,1,0,0,0,0,0,0
2019-05-13,4.885416666666668,143.97222222222223,3.7618055555555565,9.937499999999996,21.06458333333332,75.72916666666667,21.195833333333336,20.940277777777773,,,,4.311111111111111,3.9166666666666665,1182.0902777777778,0.0,0,1,0,0,0,0,0,0
2019-05-14,4.6166666666666645,142.00694444444446,3.455555555555555,9.311805555555551,21.238194444444453,73.09722222222223,21.37500000000001,21.09861111111111,,,,4.065277777777777,3.663194444444445,1167.7916666666667,0.0,0,1,0,0,0,0,0,0
2019-05-15,2.54861111111111,249.53472222222223,1.8972222222222221,11.498611111111114,21.85972222222222,84.84027777777777,21.97777777777778,21.73680555555555,,,,2.280555555555557,2.0395833333333333,1165.9583333333333,0.0,0,0,0,1,0,0,0,0
2019-05-16,3.686111111111113,180.93055555555554,2.593055555555556,15.695833333333333,23.23680555555556,77.84722222222223,23.403472222222227,23.063194444444452,,,,3.2034722222222225,2.792361111111111,1182.0277777777778,0.0,0,0,0,1,0,0,0,0
2019-05-17,5.034722222222219,224.90972222222223,3.2006944444444443,18.809027777777786,23.380555555555556,72.33333333333333,23.57569444444445,23.198611111111088,,,,4.304166666666669,3.491666666666666,1165.9375,0.0,0,0,0,1,0,0,0,0
2019-05-18,4.210416666666666,180.15972222222223,3.169444444444445,10.69166666666667,21.49791666666666,77.98611111111111,21.634722222222216,21.37291666666665,,,,3.7548611111111123,3.3423611111111127,1181.75,0.0,0,0,0,1,0,0,0,0
2019-05-19,4.944444444444445,239.27777777777777,3.8243055555555543,9.2,21.400000000000016,78.05555555555556,21.518055555555556,21.272222222222243,,,,4.4451388888888905,3.9979166666666623,1166.5902777777778,0.0,0,0,0,1,0,0,0,0
2019-05-20,4.940277777777778,176.26388888888889,3.8138888888888878,10.697222222222228,21.59583333333333,82.97222222222223,21.705555555555563,21.488194444444442,,,,4.422916666666665,3.987499999999998,1181.9375,0.0,0,0,0,1,0,0,0,0
2019-05-21,4.152777777777777,172.34027777777777,3.185416666666668,10.465972222222224,22.22222222222224,87.6875,22.35833333333333,22.08888888888889,,,,3.7402777777777763,3.364583333333333,1183.013888888889,0.0,0,1,0,0,0,0,0,0
2019-05-22,3.2763888888888903,177.63888888888889,2.5006944444444428,12.755555555555553,23.122222222222224,80.45833333333333,23.247916666666672,22.981250000000014,,,,2.8972222222222226,2.654166666666665,1182.3680555555557,0.0,0,0,0,1,0,0,0,0
2019-05-23,4.155555555555556,116.23611111111111,3.0486111111111125,12.265972222222224,28.288888888888877,41.36805555555556,28.56666666666667,28.045138888888893,,,,3.631944444444443,3.254861111111113,1181.7430555555557,0.0,0,1,0,0,0,0,0,0
2019-05-24,4.168750000000001,204.59722222222223,2.8055555555555554,15.406249999999991,29.51805555555556,45.416666666666664,29.81180555555555,29.203472222222217,,,,3.6166666666666663,3.093750000000001,1180.8472222222222,0.0,0,0,0,1,0,0,0,0
2019-05-25,5.0062500000000005,265.36805555555554,3.947916666666666,8.70208333333333,23.446527777777774,81.61111111111111,23.560416666666658,23.330555555555556,,,,4.5493055555555575,4.113888888888888,1182.111111111111,0.0,0,0,1,0,0,0,0,0
2019-05-26,5.3604166666666675,187.5,4.003472222222222,9.177083333333334,22.189583333333346,76.69444444444444,22.319444444444457,22.06597222222221,,,,4.790972222222223,4.200694444444443,1181.7083333333333,0.0,0,1,0,0,0,0,0,0
2019-05-27,5.081944444444443,211.98611111111111,3.8638888888888894,10.271527777777784,22.19305555555555,80.0625,22.314583333333335,22.07013888888889,,,,4.527777777777779,4.027777777777776,1182.3819444444443,0.0,0,0,0,1,0,0,0,0
2019-05-28,3.8020833333333317,235.22222222222223,2.786111111111111,10.931249999999999,23.65138888888888,79.72222222222223,23.752083333333317,23.556249999999974,,,,3.354861111111111,2.9576388888888894,1182.5625,0.0,0,0,0,1,0,0,0,0
2019-05-29,4.507638888888888,189.01388888888889,3.2993055555555544,11.388888888888886,23.514583333333338,86.86805555555556,23.618055555555554,23.405555555555562,,,,3.947916666666666,3.484722222222222,1182.3541666666667,0.0,0,0,0,1,0,0,0,0
2019-05-30,4.808333333333337,181.8125,3.701388888888889,8.59652777777778,24.550000000000026,84.57638888888889,24.669444444444462,24.43611111111112,,,,4.284722222222223,3.8902777777777757,1182.7222222222222,0.0,0,1,0,0,0,0,0,0
2019-05-31,3.4395833333333363,243.09722222222223,2.395833333333335,12.454861111111107,24.866666666666678,87.97916666666667,24.985416666666676,24.77013888888889,,,,2.9881944444444444,2.5812500000000016,1165.9444444444443,0.0,0,0,0,1,0,0,0,0
2019-06-01,3.4937500000000004,254.40277777777777,2.491666666666668,11.54166666666666,24.668055555555544,86.28472222222223,24.764583333333334,24.57638888888887,,,,3.043055555555556,2.648611111111112,1166.0555555555557,0.0,0,0,0,1,0,0,0,0
2019-06-02,4.000000000000004,228.7605633802817,2.8450704225352115,11.879577464788738,24.443661971830984,86.27464788732394,24.554929577464794,24.332394366197168,,,,3.5028169014084503,3.024647887323943,1162.0281690140846,0.0,0,0,0,1,0,0,0,0
2019-06-03,4.165277777777778,225.3125,3.1173611111111104,10.470138888888886,24.823611111111088,86.25,24.931250000000002,24.724305555555542,,,,3.7034722222222203,3.28125,1165.576388888889,0.0,0,0,0,1,0,0,0,0
2019-06-04,5.050694444444446,190.39583333333334,3.7138888888888895,12.022222222222222,25.861111111111104,81.09027777777777,25.96041666666666,25.756944444444454,,,,4.384027777777779,3.925000000000001,1182.5833333333333,0.0,0,0,0,1,0,0,0,0
2019-06-05,6.145833333333333,160.40972222222223,4.572916666666668,11.49097222222222,25.997916666666665,78.48611111111111,26.12222222222222,25.868055555555557,,,,5.365972222222223,4.812500000000001,1166.138888888889,0.0,0,1,0,0,0,0,0,0
2019-06-06,5.738888888888891,138.41666666666666,4.176388888888891,14.10625,25.09791666666666,83.53472222222223,25.197222222222234,24.99513888888889,,,,5.001388888888893,4.430555555555559,1181.7569444444443,0.0,0,1,0,0,0,0,0,0
2019-06-07,4.414583333333334,272.84722222222223,3.2437500000000012,11.777777777777782,24.593055555555555,87.36111111111111,24.67083333333334,24.503472222222207,,,,3.786805555555555,3.42777777777778,1182.1041666666667,0.0,0,0,1,0,0,0,0,0
2019-06-08,3.7930555555555565,297.90277777777777,3.075694444444444,6.49027777777778,24.332638888888894,82.72916666666667,24.42361111111111,24.24583333333335,,,,3.4854166666666657,3.2000000000000006,1165.9652777777778,0.0,0,0,1,0,0,0,0,0
2019-06-09,3.612499999999999,256.6388888888889,2.586805555555556,11.754166666666658,24.08958333333333,81.41666666666667,24.204166666666666,23.978472222222237,,,,3.163194444444443,2.753472222222222,1181.1319444444443,0.0,0,0,0,1,0,0,0,0
