,WSmax,WDmax,WS,STDwd,TD,RH,TDmax,TDmin,Grad,NIP,DiffR,WS1mm,Ws10mm,Time,Rain,Fail,East,North-West,North-East,North,South-East,West,South,South-West
2019-03-20,,,,,17.356250000000003,59.236111111111114,17.601388888888884,17.133333333333336,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-21,,,,,17.27361111111112,54.138888888888886,17.475000000000005,17.06527777777778,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-22,,,,,16.081249999999997,80.50694444444444,16.263888888888893,15.909722222222221,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-23,,,,,16.944444444444454,65.13194444444444,17.111111111111114,16.772222222222226,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-24,,,,,15.206944444444439,69.91666666666667,15.380555555555551,15.056944444444447,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-25,,,,,11.295833333333327,87.51388888888889,11.424305555555556,11.169444444444443,,,,,,,0.0423611111111111,1,0,0,0,0,0,0,0,0
2019-03-26,,,,,11.873611111111106,77.70833333333333,12.089583333333337,11.663194444444448,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-27,,,,,12.529166666666667,84.22222222222223,12.727777777777776,12.339583333333325,,,,,,,0.0020833333333333337,1,0,0,0,0,0,0,0,0
2019-03-28,,,,,13.951388888888898,87.97916666666667,14.07708333333333,13.834722222222226,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-03-29,,,,,13.240972222222219,92.25694444444444,13.38194444444445,13.113888888888901,,,,,,,0.027777777777777783,1,0,0,0,0,0,0,0,0
2019-03-30,,,,,13.945138888888888,90.15277777777777,14.115972222222222,13.775694444444438,,,,,,,0.2541666666666666,1,0,0,0,0,0,0,0,0
2019-03-31,,,,,11.509027777777774,98.59722222222223,11.554861111111112,11.46041666666666,,,,,,,0.10555555555555546,1,0,0,0,0,0,0,0,0
2019-04-01,,,,,11.268055555555556,99.35416666666667,11.345833333333333,11.189583333333339,,,,,,,0.1097222222222222,1,0,0,0,0,0,0,0,0
2019-04-02,,,,,12.692361111111115,90.625,12.795833333333329,12.590972222222225,,,,,,,0.03819444444444445,1,0,0,0,0,0,0,0,0
2019-04-03,,,,,13.774305555555552,78.73611111111111,13.95763888888889,13.590277777777779,,,,,,,0.0006944444444444445,1,0,0,0,0,0,0,0,0
2019-04-04,,,,,15.578472222222224,74.53472222222223,15.725694444444441,15.415277777777773,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-05,,,,,14.777083333333334,82.86111111111111,14.926388888888889,14.630555555555553,,,,,,,0.006944444444444444,1,0,0,0,0,0,0,0,0
2019-04-06,,,,,15.450000000000001,79.33333333333333,15.591666666666661,15.305555555555555,,,,,,,0.0006944444444444445,1,0,0,0,0,0,0,0,0
2019-04-07,,,,,19.29930555555555,63.88194444444444,19.49930555555556,19.097222222222214,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-08,,,,,18.51597222222222,64.34027777777777,18.70902777777778,18.338194444444454,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-09,,,,,17.400000000000002,71.77777777777777,17.5798611111111,17.21666666666666,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-10,,,,,15.811111111111112,72.09027777777777,16.02291666666667,15.614583333333334,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-11,,,,,14.84236111111111,76.93055555555556,15.030555555555557,14.659027777777775,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-12,,,,,17.797916666666666,64.35416666666667,18.0201388888889,17.586111111111123,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-13,,,,,22.050000000000008,42.75,22.321527777777774,21.791666666666668,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-14,,,,,19.37986111111111,55.69444444444444,19.610416666666673,19.17291666666667,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-15,,,,,15.25,85.77083333333333,15.364583333333343,15.15138888888889,,,,,,,0.011805555555555557,1,0,0,0,0,0,0,0,0
2019-04-16,,,,,14.782638888888897,84.625,14.906944444444454,14.65763888888889,,,,,,,0.03541666666666667,1,0,0,0,0,0,0,0,0
2019-04-17,,,,,14.784027777777775,81.68055555555556,14.945138888888891,14.620833333333334,,,,,,,0.005555555555555556,1,0,0,0,0,0,0,0,0
2019-04-18,,,,,14.504166666666656,76.13888888888889,14.67083333333334,14.334027777777777,,,,,,,0.0006944444444444445,1,0,0,0,0,0,0,0,0
2019-04-19,,,,,13.207638888888884,82.34722222222223,13.433333333333334,12.975694444444436,,,,,,,0.04652777777777777,1,0,0,0,0,0,0,0,0
2019-04-20,,,,,13.583333333333336,78.83333333333333,13.774999999999999,13.397916666666665,,,,,,,0.0020833333333333337,1,0,0,0,0,0,0,0,0
2019-04-21,,,,,10.688194444444441,83.20833333333333,10.912500000000007,10.484722222222224,,,,,,,0.05138888888888889,1,0,0,0,0,0,0,0,0
2019-04-22,,,,,11.696527777777778,82.625,11.905555555555557,11.506944444444445,,,,,,,0.011805555555555557,1,0,0,0,0,0,0,0,0
2019-04-23,,,,,14.16666666666667,77.36805555555556,14.354861111111113,13.977083333333336,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-24,,,,,17.48958333333333,58.111111111111114,17.70902777777778,17.281249999999996,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-25,,,,,20.32777777777778,48.388888888888886,20.53472222222223,20.110416666666662,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-26,,,,,21.23263888888888,44.46527777777778,21.457638888888898,20.996527777777793,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-27,,,,,20.763888888888882,47.798611111111114,20.986111111111107,20.538194444444443,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-28,,,,,21.28402777777779,45.625,21.518055555555563,21.052083333333325,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-29,,,,,22.348611111111108,49.22222222222222,22.577777777777772,22.136805555555554,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-04-30,,,,,23.243749999999995,47.75,23.472916666666666,23.013194444444444,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-01,,,,,22.632867132867133,50.33566433566433,22.848951048951047,22.42727272727274,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-02,,,,,24.68472222222222,44.19444444444444,24.92847222222222,24.440972222222225,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-03,,,,,19.936111111111117,55.833333333333336,20.14097222222222,19.745833333333344,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-04,,,,,18.586111111111123,72.34722222222223,18.78472222222223,18.40902777777776,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-05,,,,,23.036805555555553,46.74305555555556,23.31180555555555,22.7625,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-06,,,,,26.393749999999997,32.423611111111114,26.670138888888882,26.13541666666667,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-07,,,,,19.13819444444445,66.39583333333333,19.334027777777788,18.93819444444445,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-08,,,,,17.785416666666677,66.58333333333333,17.972916666666666,17.59861111111111,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-09,,,,,17.010791366906478,67.31654676258992,17.20287769784173,16.82086330935253,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-10,,,,,17.072222222222216,67.13888888888889,17.317361111111108,16.856944444444437,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-11,,,,,19.62986111111111,53.979166666666664,19.866666666666664,19.406250000000007,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-12,,,,,24.333333333333332,33.513888888888886,24.602777777777774,24.075694444444444,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-13,,,,,25.943750000000005,25.15972222222222,26.237500000000004,25.67847222222222,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-14,,,,,27.50347222222222,28.256944444444443,27.78680555555555,27.200694444444434,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-15,,,,,30.193055555555556,27.979166666666668,30.494444444444436,29.909027777777787,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-16,,,,,27.80694444444445,37.736111111111114,28.07847222222223,27.55833333333333,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-17,,,,,26.893749999999997,37.65972222222222,27.143750000000004,26.64444444444443,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-18,,,,,22.706250000000004,48.28472222222222,22.93055555555556,22.47152777777778,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-19,,,,,22.22777777777778,42.875,22.443055555555556,22.016666666666666,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-20,,,,,24.613194444444435,51.173611111111114,24.840972222222224,24.40416666666668,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-21,,,,,27.2861111111111,37.111111111111114,27.579166666666666,27.014583333333327,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-22,,,,,29.021527777777756,25.104166666666668,29.277777777777786,28.781250000000014,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-23,,,,,31.040972222222234,23.01388888888889,31.318055555555546,30.79444444444444,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-24,,,,,31.234027777777776,25.083333333333332,31.497916666666658,30.96875,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-25,,,,,25.008333333333336,54.673611111111114,25.22569444444444,24.79999999999999,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-26,,,,,22.57361111111112,48.145833333333336,22.842361111111106,22.338194444444444,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-27,,,,,24.362499999999994,54.263888888888886,24.601388888888888,24.12847222222223,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-28,,,,,26.43125000000001,57.583333333333336,26.61944444444445,26.22013888888889,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-29,,,,,29.232867132867135,46.83216783216783,29.45874125874125,29.00629370629371,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-30,,,,,32.347916666666656,22.305555555555557,32.62777777777779,32.09513888888888,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-05-31,,,,,32.32222222222222,23.95138888888889,32.606944444444444,32.036111111111104,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-01,,,,,28.527083333333344,36.61805555555556,28.75624999999999,28.28958333333334,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-02,,,,,26.76197183098592,47.985915492957744,26.96690140845071,26.557746478873245,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-03,,,,,28.987499999999994,43.736111111111114,29.230555555555547,28.744444444444454,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-04,,,,,29.854861111111113,33.65277777777778,30.08194444444442,29.631250000000016,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-05,,,,,30.12127659574469,31.78014184397163,30.336879432624112,29.91914893617022,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-06,,,,,30.09444444444444,32.916666666666664,30.26388888888889,29.900000000000002,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-07,,,,,29.186111111111114,31.07638888888889,29.388194444444448,28.98055555555556,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-08,,,,,26.654861111111117,58.61805555555556,26.817361111111115,26.497916666666672,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-09,,,,,25.988888888888884,64.02777777777777,26.147222222222236,25.834722222222236,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-10,,,,,26.219444444444456,39.201388888888886,26.44166666666667,26.01180555555556,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-11,,,,,27.765734265734253,34.62937062937063,28.00979020979022,27.539860139860142,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-12,,,,,26.916666666666675,45.916666666666664,27.136805555555554,26.71805555555555,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-13,,,,,24.336805555555554,63.19444444444444,24.516666666666676,24.158333333333335,,,,,,,0.0,1,0,0,0,0,0,0,0,0
2019-06-14,,,,,24.643750000000015,63.49305555555556,24.834722222222226,24.45208333333333,,,,,,,0.0,1,0,0,0,0,0,0,0,0
